#LineFullDataSet,Timestamp,AirHumidity,AirPressure,AirTemperature,GasCHRatio,GasCO2Concentration,GasEthaneConcentration,GasHexaneConcentration,GasHhvEnergy,GasIbutaneConcentration,GasIpentaneConcentration,GasLhvEnergy,GasMethaneConcentration,GasN2Concentration,GasNbutaneConcentration,GasNeopentaneConcentration,GasNpentaneConcentration,GasPropaneConcentration,GasRelativeDensity,GasWobbeInf,GasWobbeSup,GrossPower,GrossEfficiency
1265,2015-03-25 17:00:00,49.51051,1010.816286,28.691409999999998,3.1540397689999997,1.251205077,4.428707599999999,0.098318481,41.10639923,0.3352212,0.10812433099999999,37.16148692,86.85144231,4.457935,0.439403,0.0,0.094679474,1.8796202309999999,0.6433899000000001,46.32927,51.25103615,570.6518518999999,56.49696703
1266,2015-03-25 18:00:00,50.6203,1011.3688,27.33073,3.154645571,1.2520272140000002,4.446831143,0.096167622,41.09974692,0.332802738,0.10800270000000001,37.15447615,87.00633625,4.414255000000001,0.432589031,0.0,0.0942154,1.8923321430000002,0.642852023,46.35384231,51.26934429,637.0141529,56.78035202
1267,2015-03-25 19:00:00,51.3057,1011.746067,26.68403,3.153379077,1.234302143,4.401724571,0.104127456,41.10239846,0.328348521,0.10800676199999999,37.16043769,86.92862167,4.400422713999999,0.427938393,0.0,0.094203358,1.864523,0.642101314,46.36142929,51.28879385,645.2192741,57.65881082
1268,2015-03-25 20:00:00,45.63922333,1011.956467,26.60807,3.152714357,1.1976765,4.3761205,0.11072329199999999,41.09532615,0.3234519,0.10840665699999999,37.14105077,87.11774,4.39038525,0.4215218,0.0,0.09466356,1.8407791430000002,0.6416529000000001,46.360547499999996,51.28846214,662.4333988,57.78143335
1269,2015-03-25 21:00:00,46.126302,1012.206,26.15235,3.1533325710000004,1.234835143,4.39882425,0.110556875,41.13420462,0.32464073600000004,0.10861905699999999,37.1917,86.99040462,4.413990143,0.42489547899999996,0.0,0.094756665,1.848582357,0.641714043,46.34943214,51.29165929,635.9600429,57.65545691
1270,2015-03-25 22:00:00,44.23466,1012.0350589999999,26.15018,3.1509145710000004,1.183164857,4.371728857,0.10701963800000001,41.04858,0.32672785,0.10766988599999999,37.11166923,87.21138,4.437589,0.4277595,0.0,0.093925226,1.819717571,0.6416010999999999,46.346379999999996,51.27731714,658.4149535,57.85065762
1271,2015-03-25 23:00:00,35.85310333,1011.8710000000001,26.76360333,3.151353429,1.182756929,4.355416,0.102614014,41.05635429,0.3278665,0.109415714,37.11154923,87.13831846,4.451506154,0.428460085,0.0,0.09584577400000001,1.8207924290000002,0.641492031,46.34355231,51.26408286,649.0362652000001,57.61019261
1272,2015-03-26 00:00:00,46.9401,1011.278,25.149745000000003,3.1513334289999997,1.189216538,4.340388077,0.1032454,41.04318077,0.328113915,0.110198886,37.10121857,87.12167,4.466447385,0.42965940799999996,0.0,0.096818209,1.8160828569999998,0.641554369,46.32543538,51.24275571,652.6716200000001,57.21082951
1273,2015-03-26 01:00:00,47.33435,1010.3939999999999,24.3652375,3.1528647139999997,1.206327667,4.364967308,0.104129471,41.06823538,0.329674562,0.11139989300000001,37.12246231,87.077588,4.478104,0.43279246899999996,0.0,0.097860146,1.8351461430000002,0.641801131,46.31763308,51.24805929,657.7254644,57.41530289
1274,2015-03-26 02:00:00,39.2424375,1009.962,25.64454,3.1554189999999998,1.218128571,4.428450286,0.110276729,41.12686923,0.338232469,0.11292060000000001,37.17184846,86.92836,4.463141385,0.44319576200000005,0.0,0.099193655,1.8629509999999998,0.643260315,46.36143615,51.274454999999996,619.0907748,56.83905593
1275,2015-03-26 03:00:00,47.0034025,1009.821583,25.01085,3.1574694169999997,1.222146,4.471292462,0.111178767,41.16102538,0.340556869,0.11484095,37.20713769,86.84278499999999,4.47003,0.44706400700000004,0.0,0.100997608,1.87393925,0.643750292,46.36202769,51.29343583,620.5824556,56.75744157
1276,2015-03-26 04:00:00,59.47266,1010.065,25.15408,3.1583598569999998,1.220840143,4.483443714,0.11241052900000001,41.17609,0.3444673,0.116974193,37.22283385,86.79333000000001,4.491486,0.451238896,0.0,0.1030193,1.870734214,0.6442566,46.3674,51.29446286,617.8120405000001,57.32768394
1277,2015-03-26 05:00:00,45.52107,1010.523143,23.95834,3.158525071,1.2162709999999999,4.498501999999999,0.1118386,41.16180154,0.345761671,0.117908136,37.21617846,86.77463786,4.497597429,0.455413785,0.0,0.103923864,1.870685786,0.644392714,46.37327143,51.28675714,605.2850257,56.82557895
1278,2015-03-26 06:00:00,42.428025,1010.971,24.52763667,3.156429857,1.206329231,4.447026286,0.11282089199999999,41.10576286,0.33966265,0.116244471,37.16372,86.815635,4.553162667,0.44888126700000003,0.0,0.102511429,1.8395165,0.64363865,46.31976667,51.23594929,599.4577447,56.83146688
1279,2015-03-26 07:00:00,39.90162,1011.457167,25.03473,3.1551321430000003,1.186808143,4.389256286,0.11617225,41.06876615,0.337462343,0.11655852900000001,37.12919231,86.86927143,4.601573429,0.44686817100000004,0.0,0.103181371,1.8234785,0.6433597289999999,46.28991286,51.20234071,582.9357467,57.05355288
